analysis_set,signature_id,time_window,time_label,pathway,tier,pathway_method,cohort_count,total_paired_n,pooled_spearman_rho,ci_low,ci_high,prediction_low,prediction_high,tau2_fisher_z,i2_percent,direction_consistency,p_value,fdr_within_analysis_window_tier
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0065678869683186,-0.4180229776277078,0.4071232099496337,-0.7809967421769148,0.7758203296996714,0.0395716300527315,51.13918975751385,0.75,0.96499499392382,0.98908706110569
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_TNFA_SIGNALING_VIA_NFKB,PRESET_PRIMARY,SINGSCORE,4,118,-0.0281086175373264,-0.5337894113922639,0.4923803233014363,-0.9110142724433268,0.900946710341646,0.0906265653114034,70.96589903303524,0.5,0.8846940547229862,0.9099710277150715
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.001988470047605,-0.4933855242305768,0.4903707842856322,-0.8868021920159096,0.8859497868472608,0.0779583510396125,67.6796206469647,0.5,0.9913622339107186,0.9991028005335578
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_UV_RESPONSE_DN,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0977982444063094,-0.2980617778581595,0.4649552024686108,-0.6716454437620261,0.7657448735026519,0.0286773952650068,42.77489722020147,0.75,0.4973785025625952,0.7781727851392267
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_UV_RESPONSE_UP,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0462456778749689,-0.5001271829635502,0.4275692642284502,-0.8680965943054805,0.8433738016101606,0.0633651182765408,62.88997456599129,0.5,0.7888373846119723,0.912638605352042
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_SECONDARY,SINGSCORE,4,118,0.0367178503546131,-0.3659261585433767,0.4277830586324925,-0.7320983751621197,0.7643950089241371,0.0333668741838486,46.74710126641568,0.75,0.7990357256020408,0.9152792610263756
INDEPENDENT_ONLY,SIG002,T2,T48,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_SECONDARY,SINGSCORE,4,118,-0.0577337162490957,-0.3573983667802269,0.2527086316327072,-0.4859672818295092,0.3928546168095032,0.0022177014962625,4.406915607698563,0.5,0.601478036496384,0.83950977008857
INDEPENDENT_ONLY,SIG002,T2,T48,Neutrophil degranulation,REACTOME_SUPPLEMENT,SINGSCORE,4,118,0.1371332071108275,-0.1494590101079536,0.4024695641211939,-0.2469567342072383,0.4839845098873933,0.0,0.0,0.75,0.2254074920907931,0.4585822323237397
INDEPENDENT_ONLY,SIG002,T2,T48,TCR signaling,REACTOME_SUPPLEMENT,SINGSCORE,4,118,0.2165743517693309,-0.240353790754143,0.5949332708971311,-0.7224509770306639,0.8747292583369768,0.0479490715078257,55.93559903933376,1.0,0.2292911161618698,0.4585822323237397
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_ADIPOGENESIS,HALLMARK_SECONDARY,SINGSCORE,3,141,0.0446053092258115,-0.4815082446309673,0.5470878695469796,-0.9812589278745512,0.9842992085826116,0.0174141906889092,39.93203104684765,0.6666666666666666,0.7680814934799169,0.8997526066479028
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_ALLOGRAFT_REJECTION,PRESET_PRIMARY,SINGSCORE,3,141,-0.4309655555791377,-0.8587130989988827,0.3507158665045491,-0.9998829107829516,0.9992597765998182,0.0835822653532488,74.48900652480255,1.0,0.1386455207764466,0.426604821707243
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_SECONDARY,SINGSCORE,3,141,0.0600344829808427,-0.0697604755813961,0.1878306182572278,-0.31288524765441,0.4169166262233755,0.0,0.0,0.6666666666666666,0.1849166951337243,0.6160476583849122
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_ANGIOGENESIS,HALLMARK_SECONDARY,SINGSCORE,3,141,0.0718743328526796,-0.2548577906685348,0.3838764626563207,-0.7212305734500608,0.7834345867990284,0.0,0.0,0.6666666666666666,0.4499715551471563,0.7095705292705159
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_APICAL_JUNCTION,HALLMARK_SECONDARY,SINGSCORE,3,141,-0.0929480282380569,-0.3360848685654916,0.1618034584195063,-0.6913605192447679,0.581100802558453,0.0,0.0,1.0,0.2582800384519605,0.6313775771722446
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_APICAL_SURFACE,HALLMARK_SECONDARY,SINGSCORE,3,141,-0.317040921595412,-0.6758928985451668,0.1633297865935643,-0.9643382587827198,0.8735112918088428,0.0042627770109378,32.87107556138053,1.0,0.1033088296273137,0.5833949995424051
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_APOPTOSIS,PRESET_PRIMARY,SINGSCORE,3,141,-0.1195081067486512,-0.5855553865472364,0.4059156522569663,-0.9871033285683308,0.9792337520520692,0.0192498748610932,38.6878275662956,0.6666666666666666,0.4472432604405167,0.6314022500336707
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,SINGSCORE,3,141,-0.0083222100573126,-0.3311913355813766,0.3162915004316373,-0.7779697115112032,0.7713133772707269,0.0005026604662282,0.0,0.6666666666666666,0.924819984150802,0.9722466500046892
INDEPENDENT_ONLY,SIG003,T1,T24,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,SINGSCORE,3,141,0.1603146287537311,-0.2543340309261502,0.5251759523366628,-0.8903789673941199,0.9410526920916462,0.0059615395157536,10.113433559792384,1.0,0.2407771264572198,0.6313775771722446
