time_window,time_label,pathway,tier,cohort_count,total_paired_n,pooled_delta_z,ci_low,ci_high,prediction_low,prediction_high,tau2,i2_percent,direction_consistency,p_value,fdr_within_window_tier
T2,T48,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_SECONDARY,5,146,0.20200340510783946,-0.0559533884923277,0.45996019870800664,-0.2830620453568271,0.687068855572506,0.014599481579719362,29.276959520987155,0.8,0.09536024042387269,0.4091741297086195
T2,T48,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_SECONDARY,5,146,-0.33145888906826887,-0.8076610738159034,0.1447432956793656,-1.511028178604191,0.8481104004676534,0.10796296953730158,75.98695976461042,0.8,0.1254491453392157,0.4091741297086195
T2,T48,HALLMARK_COAGULATION,PRESET_PRIMARY,4,118,-0.48423464043679315,-1.036184707861918,0.0677154269883316,-1.8819857935436841,0.9135165126700977,0.07545274816150255,62.93630603063809,1.0,0.06830456095348841,0.20491368286046527
T2,T48,HALLMARK_COMPLEMENT,PRESET_PRIMARY,5,146,-0.2640895983560137,-0.775097934709404,0.24691873799737657,-1.5600035300068464,1.0318243332948192,0.13194253601828634,78.8192939808424,0.8,0.2246457914042745,0.3884059391063051
T2,T48,HALLMARK_DNA_REPAIR,HALLMARK_SECONDARY,5,146,0.48462807069808334,-0.050247405235580356,1.019503546631747,-0.7572714520156242,1.7265275934117907,0.11516966750844532,67.04845554818027,1.0,0.06566260890342067,0.38459528072003535
T2,T48,HALLMARK_E2F_TARGETS,HALLMARK_SECONDARY,5,146,0.1365307894754086,-0.15738179168504285,0.43044337063586,-0.3952521591064843,0.6683137380573014,0.016715813009567974,25.900747685504665,0.6,0.26665938236875,0.5318332182484481
T2,T48,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_SECONDARY,5,146,-0.4138039508412529,-0.8174696954435412,-0.010138206238964609,-1.3008001223565966,0.47319222067409095,0.056544081433941885,56.744052973452966,1.0,0.0465755521186589,0.33012909800308865
T2,T48,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_SECONDARY,4,118,-0.1343291654360907,-0.5449591297801317,0.2763007989079504,-1.0660808201508272,0.7974224892786459,0.030246478032042945,43.83855035710359,0.75,0.37436539270108826,0.6139392758645197
T2,T48,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_SECONDARY,5,146,-0.25744388474562047,-0.8035538167018403,0.28866604721059946,-1.5944922586992445,1.0796044892080037,0.13782261321090314,75.03708016238441,0.8,0.2607136103986366,0.5318332182484481
T2,T48,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_SECONDARY,5,146,0.17621037743296605,-0.47742990687841136,0.8298506617443435,-1.4850916953619318,1.8375124502278637,0.21708115628874416,81.66452023892732,0.6,0.49577893219625785,0.7009288351740197
T2,T48,HALLMARK_G2M_CHECKPOINT,HALLMARK_SECONDARY,5,146,0.005225508758271869,-0.19844819183788096,0.20889920935442471,-0.22823151682178988,0.23868253433833364,0.0,0.0,0.6,0.946631469154258,0.9587523601716522
T2,T48,HALLMARK_GLYCOLYSIS,HALLMARK_SECONDARY,5,146,-0.07023695714999494,-0.38718418956629114,0.24671027526630124,-0.6960266359480075,0.5555527216480177,0.02563493848512279,44.27097722807625,0.6,0.5716552591313377,0.7303551739839753
T2,T48,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_SECONDARY,5,146,-0.13527449725395022,-0.38805116571665144,0.11750217120875098,-0.4250148465607586,0.15446585205285815,0.0,0.0,0.8,0.21151309965518697,0.5101198285801568
T2,T48,HALLMARK_HEME_METABOLISM,HALLMARK_SECONDARY,5,146,-0.10288560862086553,-0.6668037722295194,0.46103255498778833,-1.5336490909169123,1.327877873675181,0.16086911829479694,80.31198285681553,0.6,0.6391125030260923,0.7303551739839753
